"entityId","entityIdLoweredCased","entityType","title","publisher","publisherId","builtFor","iconBackgroundColor","actionString","ctaTypes","primaryProduct","products","trials","pricingModel","ratings","appCompliance","showcaseLink","leadgenEnabled","filtermatch","detailInformation","detailLoadFailed","startingPrice","awards","universalAmendmentUrl","CertificationState","CertificationLink","tags","locale","AverageRating","NumberOfRatings","planPricingType","linkedAddIns","linkedSaaS","hideFromAdminPortal","offerType","popularity","ratingSummary","ratingSummaries","licenseManagement","bigId","downloadLink","downloadSampleLink","hasPrices","industriesDetails","categoriesDetails","productType","badges","category_mask_4","isCloudIndustry","iconURL","shortDescription","handoffURL","licenseTermsUrl","isSolutionMap"
"datama1591255760056.datamalightcomparewaterfallpro","datama1591255760056.datamalightcomparewaterfallpro","1","Datama Compare Pro","DataMa","datama1591255760056","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"True","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=datama1591255760056.datamalightcomparewaterfallpro; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0MM7N","https://customvisualspackages.powerbi.com/publishedpackages/DataMaLightCompareWaterfallPro.1.3.20.1.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/DataMaLightCompareWaterfallPro.1.3.20.1.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","268500992","False","https://store-images.s-microsoft.com/image/apps.29084.8119d0ba-2de9-493d-a31d-a04be058a60c.c99bc98e-5eab-4694-96f1-2f1582850471.6ab630ca-8a53-4a84-97c7-c35676f47046","This is the licensed version of our smart 'Waterfall' ",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"b2.planinbimatrix","b2.planinbimatrix","1","PlanIn BI Matrix","B2 d.o.o.","b2","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=b2.planinbimatrix; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N262","https://customvisualspackages.powerbi.com/publishedpackages/planinbimatrix254B65FAF3454F92862CBA877A9F88C6.3.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/planinbimatrix254B65FAF3454F92862CBA877A9F88C6.3.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.1590.48e095b7-f200-4b10-91db-dc9d4ad30b3b.9c705df7-c97e-4437-80ae-a1bbc1723633.76113ee4-d747-4cb4-a330-4558a480f2e8","Visual with write-back capability enables Power BI users to edit data within the Power BI report.",,"https://www.b2-bi.com/en/terms-of-use","False"
"infortime.infotime_echart_bar","infortime.infotime_echart_bar","1","时勤Echart-Bar","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_bar; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N24M","https://customvisualspackages.powerbi.com/publishedpackages/bar010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.2.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/bar010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.2.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.22100.dcb41ad3-468b-4e01-808c-e1013437e83e.67801f05-2b5d-48fa-a218-1fe0bc5588b8.a6708177-ff9d-425e-9ae0-7830255ee51a","This product is an advanced visualization object designed specifically for Power BI users, leveragin",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart_card","infortime.infotime_echart_card","1","时勤Echart-Card","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_card; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N1VS","https://customvisualspackages.powerbi.com/publishedpackages/card5A9FD14587EA41CC817AC5AAB1CAC59A.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/card5A9FD14587EA41CC817AC5AAB1CAC59A.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.34673.4f0edea6-02bb-4466-8f1b-6fd5d5e42ee4.72476afd-6675-471a-86ce-f93f224bd90a.c861fe33-064c-438b-8d3c-1c3a4ef7be7d","This product is an advanced card style data visualization object tailored for Power BI users, aiming",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-bar_chart_with_negative_value","infortime.infotime_echart-bar_chart_with_negative_value","1","时勤Echart-Bar_Chart_with_Negative_Value","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-bar_chart_with_negative_value; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N29R","https://customvisualspackages.powerbi.com/publishedpackages/bar060B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/bar060B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.58911.335a1457-125f-4bb2-9b1f-311319ccdffc.4a981096-3e28-45d0-a220-4ab78b532df9.0e12f4e2-9655-4da1-abb9-5a2c922edd92","This product is an advanced visualization object designed specifically for Power BI users, utilizing",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-radial_polar_bar_label_position","infortime.infotime_echart-radial_polar_bar_label_position","1","时勤Echart-Radial_Polar_Bar_Label_Position","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-radial_polar_bar_label_position; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N28W","https://customvisualspackages.powerbi.com/publishedpackages/bar070B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/bar070B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.16258.319d46f8-aa3c-4f7a-b254-aee0ba6c8fdc.c8f135c4-ee8c-47b5-bb5a-6822fbef773d.ea0a7b39-42c5-4256-8fc2-8a6db8b4a921","This product is an advanced visualization object designed specifically for Power BI users. It clever",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-pie_with_padangle","infortime.infotime_echart-pie_with_padangle","1","时勤Echart-Pie_with_padAngle","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-pie_with_padangle; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N295","https://customvisualspackages.powerbi.com/publishedpackages/pie050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/pie050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.38395.556e668c-2f75-425a-9f41-2ed4390e04a9.e19789d7-551c-4b8d-9370-389af8b1f4a9.3729af46-dc47-4fea-80a4-b0cca500606a","This product is an advanced visualization object designed specifically for Power BI users, utilizing",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-waterfall_chart","infortime.infotime_echart-waterfall_chart","1","时勤Echart-Waterfall_Chart","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-waterfall_chart; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N0WK","https://customvisualspackages.powerbi.com/publishedpackages/bar050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/bar050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.25695.1aa92cf0-8646-4f5a-bee9-258994d37809.22f091c3-010b-490c-918d-e67fe802ad8f.6823ffdf-1adb-435c-9293-56e8aea6066e","This product is an advanced visualization object designed specifically for Power BI users. It utiliz",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-customized_funne","infortime.infotime_echart-customized_funne","1","时勤Echart-Customized_Funne","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-customized_funne; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N0V2","https://customvisualspackages.powerbi.com/publishedpackages/funnel030B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/funnel030B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.26960.ab7a9e9e-223a-4916-9558-f9b0ececadee.b12c45e1-83dc-4e22-ae80-9c9dd3c7468c.9e095222-f507-4883-a72c-9292679266fb","This product is an advanced visualization object designed specifically for Power BI users. It utiliz",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-stacked_horizontal_bar","infortime.infotime_echart-stacked_horizontal_bar","1","时勤Echart-Stacked_Horizontal_Bar","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-stacked_horizontal_bar; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N0L9","https://customvisualspackages.powerbi.com/publishedpackages/bar180B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/bar180B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.15711.9095f235-7987-4f57-b577-3dd09ab00402.ed3ab5e7-b20c-4a9b-ae90-9230eeba3974.376681fc-28cd-42ac-885a-707bb262ff2f","This product is an advanced visualization object designed specifically for Power BI users. It utiliz",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-stacked_area_chart","infortime.infotime_echart-stacked_area_chart","1","时勤Echart-Stacked_Area_Chart","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-stacked_area_chart; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N0LQ","https://customvisualspackages.powerbi.com/publishedpackages/line050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/line050B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.42118.dfe0f57b-3774-46ad-a8fc-74e5b095791d.abd9cec6-beec-4568-a303-ca0f739d3178.effb6bc8-94d7-4a9d-a172-66d1c1860fbe","This product is an advanced visualization object designed specifically for Power BI users. It utiliz",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart-bar_chart_with_negative_value2","infortime.infotime_echart-bar_chart_with_negative_value2","1","时勤Echart-Bar_Chart_with_Negative_Value2","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart-bar_chart_with_negative_value2; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N1KP","https://customvisualspackages.powerbi.com/publishedpackages/bar200B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/bar200B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.5175.e55f91ad-a2fe-4fea-bd44-169d95b5ca0c.a9f4abf0-1883-4e2a-97c4-04e77e0292de.c7813ee7-eb58-4223-a5ea-ba507d2df3d5","This product is an advanced visualization object designed specifically for Power BI users, utilizing",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart_funnel_shaped_bar","infortime.infotime_echart_funnel_shaped_bar","1","时勤Echart-Funnel_Shaped_Bar","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_funnel_shaped_bar; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N19J","https://customvisualspackages.powerbi.com/publishedpackages/pictorialBar010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/pictorialBar010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.13377.8a245869-9af7-4d91-b961-9a1fe7b72137.93f92d3b-19cc-481d-9ca3-d47ed1ce85d5.7dc1c296-edb8-4f79-85c0-4f79850e5dc9","This product is an advanced visualization object designed specifically for Power BI users. It utiliz",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"datavizboutiquegmbh1631474046585.energy_kpi","datavizboutiquegmbh1631474046585.energy_kpi","1","EnergyKPI","dataviz.boutique GmbH","datavizboutiquegmbh1631474046585","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"False","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=datavizboutiquegmbh1631474046585.energy_kpi; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0N195","https://customvisualspackages.powerbi.com/publishedpackages/axpoKPI6E79635558154896B0516C0D8C516838.1.0.1.4.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/axpoKPI6E79635558154896B0516C0D8C516838.1.0.1.4.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4325376","False","https://store-images.s-microsoft.com/image/apps.6918.1ad72281-f414-495f-b951-365f8366a135.e943834c-1ca0-4401-b5e9-7182d8254f58.8305493c-e46a-4ac4-91e9-7815165167d0","Introducing a powerful and visually engaging way to track and analyze your key metrics over time",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"datama1591255760056.datama-light-detect","datama1591255760056.datama-light-detect","1","Time series Anomaly Detection","DataMa","datama1591255760056","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"True","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=datama1591255760056.datama-light-detect; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0N481","https://customvisualspackages.powerbi.com/publishedpackages/DatamaLightAnomalyDetection.1.3.19.12.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/DatamaLightAnomalyDetection.1.3.19.12.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","272629760","False","https://store-images.s-microsoft.com/image/apps.33982.c85c88ca-a303-4e5c-9f41-8878d3f5b5bb.4e3d08d8-99b0-4e07-b714-859585abbb14.9269bc7e-3532-47a9-8d27-87440c718266","Effortlessly evaluate the normality of variations over time and explain it.",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart_tab","infortime.infotime_echart_tab","1","时勤Echart-Tab","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_tab; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N490","https://customvisualspackages.powerbi.com/publishedpackages/tabE54DCA9A5D2D473592DD72857E0DFCB8.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/tabE54DCA9A5D2D473592DD72857E0DFCB8.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.63040.2344d6e7-07e5-4a6a-91bb-44a0b26982d1.ea810440-f7bb-42e3-854f-85613548b358.c4dc8329-7e59-4c7d-9f58-e46f2079dbda","This product is an advanced visualization object designed specifically for Power BI users. It utiliz",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart_simple_gauge","infortime.infotime_echart_simple_gauge","1","时勤Echart-Simple_Gauge","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_simple_gauge; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N40X","https://customvisualspackages.powerbi.com/publishedpackages/gauge020B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/gauge020B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.20939.5d78718b-fed2-43f0-b0ad-0a4ee201f7ac.46728935-aff6-4dc4-a3ed-dc1f4eade591.660172f5-8fb9-4815-95d0-3065f4b00f7a","Dashboard diagrams are an ideal choice for displaying dynamic changes in key performance indicators ",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"officesolution1640276900203.supply_chain_network_flow_by_office_solution","officesolution1640276900203.supply_chain_network_flow_by_office_solution","1","Supply Chain Network Flow Chart by Office Solution","Office Solution","officesolution1640276900203","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=officesolution1640276900203.supply_chain_network_flow_by_office_solution; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0N45C","https://customvisualspackages.powerbi.com/publishedpackages/supplyChainByOfficeSolution.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/supplyChainByOfficeSolution.1.0.0.0.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4718592","False","https://store-images.s-microsoft.com/image/apps.36347.87cc5b35-9923-42c1-88f6-5fbc1d74028a.a93d4a4f-d04b-42d3-8bdd-a40a0e4a71c3.6bc35f17-2b4a-41bd-a5e3-8447948aa943","A supply chain network is a system of entities that moves goods from suppliers to customers.",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart_basic_radar_chart","infortime.infotime_echart_basic_radar_chart","1","时勤Echart-Basic_Radar_Chart","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_basic_radar_chart; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N44C","https://customvisualspackages.powerbi.com/publishedpackages/radar010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/radar010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.57531.b66f264d-f022-48ec-a62e-025a61275935.1e0f3e95-e50c-4d17-977b-dadcdbc84ae9.96e97dc3-3ed7-4a65-a071-09f4fe6b9421","Radar chart is a powerful tool for displaying high-dimensional data of multivariate datasets",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart_basic_candlestick","infortime.infotime_echart_basic_candlestick","1","时勤Echart-Basic_Candlestick","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_basic_candlestick; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N42Q","https://customvisualspackages.powerbi.com/publishedpackages/candlestick010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/candlestick010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.21507.039d5a23-7053-492a-8f8d-77176a23e715.7b0b427f-0f70-472a-b36b-3b1a37f77a77.14db8082-408e-4963-a54f-fe22151e5d84","K-line chart is an ideal choice for displaying time series data or trends, especially suitable for d",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"infortime.infotime_echart_basic_scatter_chart","infortime.infotime_echart_basic_scatter_chart","1","时勤Echart-Basic_Scatter_Chart","上海时勤信息科技有限公司","infortime","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=infortime.infotime_echart_basic_scatter_chart; CreatedAt=3/20/2025 5:59:52 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0N50P","https://customvisualspackages.powerbi.com/publishedpackages/scatter010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/scatter010B4EA6F32774BA1AFDC6E3E005A3168.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.58851.71992735-18e1-4d33-a163-19cc52f25af8.5d8deef3-f24c-4168-b762-034977182553.f12da120-6e92-4aa5-86ed-8894e054328c","A scatter plot is a powerful tool for displaying the relationship between two variables, especially ",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
